Year,Name,G,AB,R,H,2B,3B,HR,RBI,BB,SO,BA,OBP,SLG,OPS,SB,CS,E,WPA,cWPA,OPP,,,,,,,
1976,Roy White,4,15,0,2,0,0,0,0,3,0,0.133,0.278,0.133,0.411,0,0,0,-0.05,0.008,Reds,,,,,,,
1977,Paul Blair,4,4,0,1,0,0,0,1,0,0,0.25,0.25,0.25,0.5,0,0,0,0.1,0.026,LA Dodgers,,,,,,,
1977,Chris Chambliss,6,24,4,7,2,0,1,4,0,2,0.292,0.292,0.5,0.792,0,0,0,0.25,0.131,LA Dodgers,,,,,,,
1977,Ken Clay,2,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0.000,LA Dodgers,,,,,,,
1977,Bucky Dent,6,19,0,5,0,0,0,2,2,1,0.263,0.333,0.263,0.596,0,0,1,-0.02,0.008,LA Dodgers,,,,,,,
1977,Ron Guidry,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.04,-0.015,LA Dodgers,,,,,,,
1977,Don Gullett,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,-0.08,-0.025,LA Dodgers,,,,,,,
1977,Catfish Hunter,2,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0.000,LA Dodgers,,,,,,,
1977,Reggie Jackson,6,20,10,9,1,0,5,8,3,4,0.45,0.542,1.25,1.792,0,0,0,0.57,0.248,LA Dodgers,,,,,,,
1977,Cliff Johnson,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.01,-0.005,LA Dodgers,,,,,,,
1977,Sparky Lyle,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,-0.13,-0.037,LA Dodgers,,,,,,,
1977,Thurman Munson,6,25,4,8,2,0,1,3,2,8,0.32,0.37,0.52,0.89,0,0,0,0.26,0.079,LA Dodgers,,,,,,,
1977,Graig Nettles,6,21,1,4,1,0,0,2,2,3,0.19,0.261,0.238,0.499,0,0,1,-0.2,-0.066,LA Dodgers,,,,,,,
1977,Lou Piniella,6,22,1,6,0,0,0,3,0,3,0.273,0.292,0.273,0.564,0,0,1,0.02,0.020,LA Dodgers,,,,,,,
1977,Willie Randolph,6,25,5,4,2,0,1,1,2,2,0.16,0.222,0.36,0.582,0,0,0,0.09,0.009,LA Dodgers,,,,,,,
1977,Mickey Rivers,6,27,1,6,2,0,0,1,0,2,0.222,0.222,0.296,0.519,1,0,0,-0.33,-0.096,LA Dodgers,,,,,,,
1977,Fred Stanley,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0.000,LA Dodgers,,,,,,,
1977,Dick Tidrow,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.02,-0.006,LA Dodgers,,,,,,,
1977,Mike Torrez,2,6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,-0.12,-0.051,LA Dodgers,,,,,,,
1977,Roy White,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,-0.02,-0.006,LA Dodgers,,,,,,,
1977,George Zeber,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,,-0.04,-0.015,LA Dodgers,,,,,,,
1978,Jim Beattie,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0.000,LA Dodgers,,,,,,,
1978,Paul Blair,6,8,2,3,1,0,0,0,1,4,0.375,0.444,0.5,0.944,0,0,0,0.31,0.097,LA Dodgers,,,,,,,
1978,Chris Chambliss,3,11,1,2,0,0,0,0,1,1,0.182,0.25,0.182,0.432,0,0,0,-0.1,-0.042,LA Dodgers,,,,,,,
1978,Ken Clay,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0.000,LA Dodgers,,,,,,,
1978,Bucky Dent,6,24,3,10,1,0,0,7,1,2,0.417,0.44,0.458,0.898,0,0,2,0.36,0.184,LA Dodgers,,,,,,,
1978,Brian Doyle,6,16,4,7,1,0,0,2,0,0,0.438,0.438,0.5,0.938,0,0,0,0.22,0.149,LA Dodgers,,,,,,,
1978,Ed Figueroa,2,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0.000,LA Dodgers,,,,,,,
1978,Rich Gossage,3,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0.000,LA Dodgers,,,,,,,
1978,Ron Guidry,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0.000,LA Dodgers,,,,,,,
1978,Mike Heath,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0.000,LA Dodgers,,,,,,,
1978,Catfish Hunter,2,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0.000,LA Dodgers,,,,,,,
1978,Reggie Jackson,6,23,2,9,1,0,2,8,3,7,0.391,0.5,0.696,1.196,0,0,,0.2,0.084,LA Dodgers,,,,,,,
1978,Cliff Johnson,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,-0.13,-0.038,LA Dodgers,,,,,,,
1978,Jay Johnstone,2,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0.000,LA Dodgers,,,,,,,
1978,Paul Lindblad,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0.000,LA Dodgers,,,,,,,
1978,Thurman Munson,6,25,5,8,3,0,0,7,3,7,0.32,0.393,0.44,0.833,1,0,0,0.17,0.091,LA Dodgers,,,,,,,
1978,Graig Nettles,6,25,2,4,0,0,0,1,0,6,0.16,0.16,0.16,0.32,0,0,0,-0.48,-0.174,LA Dodgers,,,,,,,
1978,Lou Piniella,6,25,3,7,0,0,0,4,0,0,0.28,0.28,0.28,0.56,1,0,0,0.23,0.060,LA Dodgers,,,,,,,
1978,Mickey Rivers,5,18,2,6,0,0,0,1,0,2,0.333,0.333,0.333,0.667,1,1,0,-0.01,0.014,LA Dodgers,,,,,,,
1978,Jim Spencer,4,12,3,2,0,0,0,0,2,4,0.167,0.286,0.167,0.452,0,0,0,-0.19,-0.070,LA Dodgers,,,,,,,
1978,Fred Stanley,3,5,0,1,1,0,0,0,1,0,0.2,0.333,0.4,0.733,0,0,0,-0.02,-0.013,LA Dodgers,,,,,,,
1978,Gary Thomasson,3,4,0,1,0,0,0,0,0,1,0.25,0.25,0.25,0.5,0,1,0,-0.06,-0.019,LA Dodgers,,,,,,,
1978,Dick Tidrow,2,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0.000,LA Dodgers,,,,,,,
1978,Roy White,6,24,9,8,0,0,1,4,4,5,0.333,0.429,0.458,0.887,2,0,0,0.29,0.112,LA Dodgers,,,,,,,
1981,Bobby Brown,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.000,LA Dodgers,,,,,,,
1981,Rick Cerone,6,21,2,4,1,0,1,3,4,2,0.19,0.32,0.381,0.701,0,0,0,0,-0.073,LA Dodgers,,,,,,,
1981,Ron Davis,4,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0.000,LA Dodgers,,,,,,,
1981,Barry Foote,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,-0.09,-0.028,LA Dodgers,,,,,,,
1981,George Frazier,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.08,-0.022,LA Dodgers,,,,,,,
1981,Oscar Gamble,3,6,1,2,0,0,0,1,1,0,0.333,0.429,0.333,0.762,0,0,0,0.05,0.024,LA Dodgers,,,,,,,
1981,Rich Gossage,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.001,LA Dodgers,,,,,,,
1981,Ron Guidry,2,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,-0.12,-0.061,LA Dodgers,,,,,,,
1981,Reggie Jackson,3,12,3,4,1,0,1,1,2,3,0.333,0.429,0.667,1.095,0,0,1,0.02,-0.015,LA Dodgers,,,,,,,
1981,Tommy John,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.06,-0.020,LA Dodgers,,,,,,,
1981,Dave LaRoche,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0.000,LA Dodgers,,,,,,,
1981,Rudy May,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.01,-0.003,LA Dodgers,,,,,,,
1981,Larry Milbourne,6,20,2,5,2,0,0,3,4,0,0.25,0.375,0.35,0.725,0,0,2,0.12,0.017,LA Dodgers,,,,,,,
1981,Jerry Mumphrey,5,15,2,3,0,0,0,0,3,2,0.2,0.333,0.2,0.533,1,0,0,-0.27,-0.097,LA Dodgers,,,,,,,
1981,Bobby Murcer,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,-0.24,-0.062,LA Dodgers,,,,,,,
1981,Graig Nettles,3,10,1,4,1,0,0,0,1,1,0.4,0.455,0.5,0.955,0,0,1,0.03,0.017,LA Dodgers,,,,,,,
1981,Lou Piniella,6,16,2,7,1,0,0,3,0,1,0.438,0.438,0.5,0.938,1,0,0,0.18,0.115,LA Dodgers,,,,,,,
1981,Willie Randolph,6,18,5,4,1,1,2,3,9,0,0.222,0.464,0.722,1.187,1,1,0,0.21,0.120,LA Dodgers,,,,,,,
1981,Rick Reuschel,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.04,-0.014,LA Dodgers,,,,,,,
1981,Dave Righetti,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.06,-0.015,LA Dodgers,,,,,,,
1981,Andre Robertson,1,0,0,0,0,0,0,0,0,0,,,,,0,0,,0,0.000,LA Dodgers,,,,,,,
1981,Aurelio Rodriguez,4,12,1,5,0,0,0,0,1,2,0.417,0.462,0.417,0.878,0,0,0,-0.1,-0.060,LA Dodgers,,,,,,,
1981,Bob Watson,6,22,2,7,1,0,2,7,3,0,0.318,0.385,0.636,1.021,0,0,0,0.35,0.099,LA Dodgers,,,,,,,
1981,Dave Winfield,6,22,0,1,0,0,0,1,5,4,0.045,0.222,0.045,0.268,1,0,0,-0.29,-0.109,LA Dodgers,,,,,,,
1996,Mike Aldrete,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.04,-0.013,Braves,,,,,,,
1996,Brian Boehringer,2,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0.000,Braves,,,,,,,
1996,Wade Boggs,4,11,0,3,1,0,0,2,1,0,0.273,0.333,0.364,0.697,0,0,0,0.11,0.057,Braves,,,,,,,
1996,David Cone,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.08,-0.022,Braves,,,,,,,
1996,Mariano Duncan,6,19,1,1,0,0,0,0,0,4,0.053,0.053,0.053,0.105,1,0,2,-0.62,-0.244,Braves,,,,,,,
1996,Cecil Fielder,6,23,1,9,2,0,0,2,2,2,0.391,0.44,0.478,0.918,0,0,0,0.12,0.061,Braves,,,,,,,
1996,Andy Fox,4,0,1,0,0,0,0,0,0,0,,,,,0,0,0,0,0.000,Braves,,,,,,,
1996,Joe Girardi,4,10,1,2,0,1,0,1,1,2,0.2,0.273,0.4,0.673,0,0,0,-0.01,0.005,Braves,,,,,,,
1996,Charlie Hayes,5,16,2,3,0,0,0,1,1,5,0.188,0.235,0.188,0.423,0,0,0,0.15,0.067,Braves,,,,,,,
1996,Derek Jeter,6,20,5,5,0,0,0,1,4,6,0.25,0.4,0.25,0.65,1,0,2,-0.12,-0.063,Braves,,,,,,,
1996,Jimmy Key,2,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0.000,Braves,,,,,,,
1996,Jim Leyritz,4,8,1,3,0,0,1,3,3,2,0.375,0.545,0.75,1.295,1,0,0,0.32,0.133,Braves,,,,,,,
1996,Graeme Lloyd,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.05,-0.017,Braves,,,,,,,
1996,Tino Martinez,6,11,0,1,0,0,0,0,2,5,0.091,0.231,0.091,0.322,0,0,0,-0.16,-0.059,Braves,,,,,,,
1996,Jeff Nelson,3,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0.000,Braves,,,,,,,
1996,Paul O'Neill,5,12,1,2,2,0,0,0,3,2,0.167,0.333,0.333,0.667,0,0,0,-0.07,-0.028,Braves,,,,,,,
1996,Andy Pettitte,2,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.17,-0.087,Braves,,,,,,,
1996,Tim Raines,4,14,2,3,0,0,0,0,2,1,0.214,0.313,0.214,0.527,0,1,1,-0.12,-0.043,Braves,,,,,,,
1996,Mariano Rivera,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.01,-0.002,Braves,,,,,,,
1996,Kenny Rogers,1,1,0,1,0,0,0,0,0,0,1,1,1,2,0,0,0,0.01,0.003,Braves,,,,,,,
1996,Luis Sojo,5,5,0,3,1,0,0,1,0,0,0.6,0.6,0.8,1.4,0,0,0,0.02,0.006,Braves,,,,,,,
1996,Darryl Strawberry,5,16,0,3,0,0,0,1,4,6,0.188,0.35,0.188,0.538,0,0,0,0.09,0.019,Braves,,,,,,,
1996,David Weathers,3,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0.000,Braves,,,,,,,
1996,John Wetteland,5,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0.000,Braves,,,,,,,
1996,Bernie Williams,6,24,3,4,0,0,1,4,3,6,0.167,0.259,0.292,0.551,1,0,0,0.05,-0.007,Braves,,,,,,,
1998,Scott Brosius,4,17,3,8,0,0,2,6,0,4,0.471,0.471,0.824,1.294,0,0,0,0.58,0.149,Padres,,,,,,,
1998,Homer Bush,2,0,0,0,0,0,0,0,0,0,,,,,0,0,,0,0.000,Padres,,,,,,,
1998,David Cone,1,2,0,1,0,0,0,0,0,0,0.5,0.5,0.5,1,0,0,0,0.04,0.011,Padres,,,,,,,
1998,Chili Davis,3,7,3,2,0,0,0,2,3,2,0.286,0.5,0.286,0.786,0,0,,0.17,0.046,Padres,,,,,,,
1998,Joe Girardi,2,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,-0.22,-0.032,Padres,,,,,,,
1998,Orlando Hernandez,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0.000,Padres,,,,,,,
1998,Derek Jeter,4,17,4,6,0,0,0,1,3,3,0.353,0.45,0.353,0.803,0,0,0,-0.12,-0.040,Padres,,,,,,,
1998,Chuck Knoblauch,4,16,3,6,0,0,1,3,3,2,0.375,0.5,0.563,1.063,1,0,1,0.4,0.148,Padres,,,,,,,
1998,Ricky Ledee,4,10,1,6,3,0,0,4,2,1,0.6,0.615,0.9,1.515,0,1,0,0.38,0.093,Padres,,,,,,,
1998,Graeme Lloyd,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0.000,Padres,,,,,,,
1998,Tino Martinez,4,13,4,5,0,0,1,4,4,2,0.385,0.529,0.615,1.145,0,0,0,0.35,0.096,Padres,,,,,,,
1998,Ramiro Mendoza,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.01,-0.003,Padres,,,,,,,
1998,Jeff Nelson,3,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0.000,Padres,,,,,,,
1998,Paul O'Neill,4,19,3,4,1,0,0,0,1,2,0.211,0.25,0.263,0.513,0,0,1,0.13,0.011,Padres,,,,,,,
1998,Andy Pettitte,1,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,-0.11,-0.012,Padres,,,,,,,
1998,Jorge Posada,3,9,2,3,0,0,1,2,2,2,0.333,0.455,0.667,1.121,0,0,0,-0.06,-0.012,Padres,,,,,,,
1998,Mariano Rivera,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,Padres,,,,,,,
1998,Shane Spencer,1,3,1,1,1,0,0,0,0,2,0.333,0.333,0.667,1,0,0,0,0.06,0.014,Padres,,,,,,,
1998,Mike Stanton,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0.000,Padres,,,,,,,
1998,David Wells,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0.000,Padres,,,,,,,
1998,Bernie Williams,4,16,2,1,0,0,1,3,2,5,0.063,0.167,0.25,0.417,0,0,0,-0.28,-0.067,Padres,,,,,,,
1999,Scott Brosius,4,16,2,6,1,0,0,1,0,5,0.375,0.375,0.438,0.813,0,0,0,0.04,0.026,Braves,,,,,,,
1999,Roger Clemens,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0.000,Braves,,,,,,,
1999,David Cone,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.02,0.006,Braves,,,,,,,
1999,Chad Curtis,3,6,3,2,0,0,2,2,0,0,0.333,0.333,1.333,1.667,0,0,0,0.36,0.083,Braves,,,,,,,
1999,Chili Davis,1,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,,-0.13,-0.031,Braves,,,,,,,
1999,Joe Girardi,2,7,1,2,0,0,0,0,0,1,0.286,0.286,0.286,0.571,0,0,0,0.01,-0.001,Braves,,,,,,,
1999,Jason Grimsley,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0.000,Braves,,,,,,,
1999,Orlando Hernandez,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.05,-0.017,Braves,,,,,,,
1999,Derek Jeter,4,17,4,6,1,0,0,1,1,3,0.353,0.389,0.412,0.801,3,1,0,0.24,0.063,Braves,,,,,,,
1999,Chuck Knoblauch,4,16,5,5,1,0,1,3,1,3,0.313,0.353,0.563,0.915,1,0,0,0.5,0.139,Braves,,,,,,,
1999,Ricky Ledee,3,10,0,2,1,0,0,1,1,4,0.2,0.273,0.3,0.573,0,0,0,-0.1,-0.012,Braves,,,,,,,
1999,Jim Leyritz,2,1,1,1,0,0,1,2,1,0,1,1,4,5,0,0,,0.11,0.027,Braves,,,,,,,
1999,Tino Martinez,4,15,3,4,0,0,1,5,2,4,0.267,0.353,0.467,0.82,0,0,0,0.19,0.034,Braves,,,,,,,
1999,Ramiro Mendoza,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,Braves,,,,,,,
1999,Jeff Nelson,4,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0.000,Braves,,,,,,,
1999,Paul O'Neill,4,15,0,3,0,0,0,4,2,2,0.2,0.294,0.2,0.494,0,0,0,-0.08,0.005,Braves,,,,,,,
1999,Andy Pettitte,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0.000,Braves,,,,,,,
1999,Jorge Posada,2,8,0,2,1,0,0,1,0,3,0.25,0.25,0.375,0.625,0,0,0,-0.2,-0.066,Braves,,,,,,,
1999,Mariano Rivera,3,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0.000,Braves,,,,,,,
1999,Luis Sojo,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0.000,Braves,,,,,,,
1999,Mike Stanton,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0.000,Braves,,,,,,,
1999,Darryl Strawberry,2,3,0,1,0,0,0,0,1,2,0.333,0.5,0.333,0.833,0,0,,0.12,0.036,Braves,,,,,,,
1999,Bernie Williams,4,13,2,3,0,0,0,0,4,2,0.231,0.412,0.231,0.643,1,0,0,-0.13,-0.031,Braves,,,,,,,
2000,Clay Bellinger,4,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0.1,0.030,Mets,,,,,,,
2000,Scott Brosius,5,13,2,4,0,0,1,3,2,2,0.308,0.389,0.538,0.927,0,0,0,0,0.017,Mets,,,,,,,
2000,Jose Canseco,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,-0.05,-0.019,Mets,,,,,,,
2000,Roger Clemens,1,0,0,0,0,0,0,0,0,0,,,,,0,0,1,0,0.000,Mets,,,,,,,
2000,David Cone,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0.000,Mets,,,,,,,
2000,Orlando Hernandez,1,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,-0.13,-0.031,Mets,,,,,,,
2000,Glenallen Hill,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.21,-0.058,Mets,,,,,,,
2000,Derek Jeter,5,22,6,9,2,1,2,2,3,8,0.409,0.48,0.864,1.344,0,0,0,0.24,0.081,Mets,,,,,,,
2000,David Justice,5,19,1,3,2,0,0,3,3,2,0.158,0.333,0.263,0.596,0,0,0,0.08,0.001,Mets,,,,,,,
2000,Chuck Knoblauch,4,10,1,1,0,0,0,1,2,1,0.1,0.231,0.1,0.331,0,1,,-0.17,-0.053,Mets,,,,,,,
2000,Tino Martinez,5,22,3,8,1,0,0,2,1,4,0.364,0.391,0.409,0.8,0,0,0,-0.09,-0.014,Mets,,,,,,,
2000,Denny Neagle,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.06,-0.025,Mets,,,,,,,
2000,Jeff Nelson,3,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0.000,Mets,,,,,,,
2000,Paul O'Neill,5,19,2,9,2,2,0,2,3,4,0.474,0.545,0.789,1.335,0,0,0,-0.13,-0.039,Mets,,,,,,,
2000,Andy Pettitte,2,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-0.11,-0.022,Mets,,,,,,,
2000,Luis Polonia,2,2,0,1,0,0,0,0,0,0,0.5,0.5,0.5,1,0,0,,0.06,0.027,Mets,,,,,,,
2000,Jorge Posada,5,18,2,4,1,0,0,1,5,4,0.222,0.391,0.278,0.669,0,0,0,-0.18,-0.055,Mets,,,,,,,
2000,Mariano Rivera,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03,-0.010,Mets,,,,,,,
2000,Luis Sojo,4,7,0,2,0,0,0,2,1,0,0.286,0.375,0.286,0.661,1,0,0,0.23,0.041,Mets,,,,,,,
2000,Mike Stanton,4,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0.000,Mets,,,,,,,
2000,Jose Vizcaino,4,17,0,4,0,0,0,1,0,5,0.235,0.235,0.235,0.471,0,1,0,0.32,0.110,Mets,,,,,,,
2000,Bernie Williams,5,18,2,2,0,0,1,1,5,5,0.111,0.304,0.278,0.582,0,0,0,-0.27,-0.088,Mets,,,,,,,
2001,Clay Bellinger,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.01,0.002,Diamondbacks,,,,,,,
2001,Scott Brosius,7,24,1,4,2,0,1,3,0,8,0.167,0.167,0.375,0.542,0,0,1,0.31,0.103,Diamondbacks,,,,,,,
2001,Randy Choate,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.000,Diamondbacks,,,,,,,
2001,Roger Clemens,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-0.03,-0.029,Diamondbacks,,,,,,,
2001,Todd Greene,1,2,1,1,1,0,0,0,0,0,0.5,0.5,1,1.5,0,0,0,0,0.001,Diamondbacks,,,,,,,
2001,Orlando Hernandez,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0.000,Diamondbacks,,,,,,,
2001,Sterling Hitchcock,2,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0.000,Diamondbacks,,,,,,,
2001,Derek Jeter,7,27,3,4,0,0,1,1,0,6,0.148,0.179,0.259,0.438,0,0,0,0.07,0.000,Diamondbacks,,,,,,,
2001,David Justice,5,12,0,2,0,0,0,0,1,9,0.167,0.231,0.167,0.397,0,0,1,-0.19,-0.041,Diamondbacks,,,,,,,
2001,Chuck Knoblauch,6,18,1,1,0,0,0,0,1,2,0.056,0.105,0.056,0.161,0,0,0,-0.26,-0.098,Diamondbacks,,,,,,,
2001,Tino Martinez,6,21,1,4,0,0,1,3,2,2,0.19,0.261,0.333,0.594,0,0,0,0.2,0.108,Diamondbacks,,,,,,,
2001,Ramiro Mendoza,2,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0.000,Diamondbacks,,,,,,,
2001,Mike Mussina,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.03,-0.010,Diamondbacks,,,,,,,
2001,Paul O'Neill,5,15,1,5,1,0,0,0,2,2,0.333,0.412,0.4,0.812,1,0,0,-0.16,-0.031,Diamondbacks,,,,,,,
2001,Andy Pettitte,2,3,0,1,0,0,0,0,0,1,0.333,0.333,0.333,0.667,0,0,0,-0.03,-0.005,Diamondbacks,,,,,,,
2001,Jorge Posada,7,23,2,4,1,0,1,1,3,8,0.174,0.269,0.348,0.617,0,0,1,-0.36,-0.233,Diamondbacks,,,,,,,
2001,Mariano Rivera,4,0,0,0,0,0,0,0,0,0,,,,,0,0,1,0,0.000,Diamondbacks,,,,,,,
2001,Luis Sojo,2,3,0,1,0,0,0,1,0,0,0.333,0.333,0.333,0.667,0,0,0,-0.06,-0.016,Diamondbacks,,,,,,,
2001,Alfonso Soriano,7,25,1,6,0,0,1,2,0,7,0.24,0.24,0.36,0.6,0,1,3,-0.02,0.145,Diamondbacks,,,,,,,
2001,Shane Spencer,7,20,1,4,0,0,1,2,2,6,0.2,0.273,0.35,0.623,0,0,0,-0.28,-0.164,Diamondbacks,,,,,,,
2001,Mike Stanton,5,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0.000,Diamondbacks,,,,,,,
2001,Randy Velarde,1,3,0,0,0,0,0,0,1,1,0,0.25,0,0.25,0,0,0,-0.01,-0.002,Diamondbacks,,,,,,,
2001,Bernie Williams,7,24,2,5,1,0,0,1,4,6,0.208,0.321,0.25,0.571,0,0,0,-0.08,-0.084,Diamondbacks,,,,,,,
2001,Enrique Wilson,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.001,Diamondbacks,,,,,,,
2001,Jay Witasick,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0.000,Diamondbacks,,,,,,,
2003,Aaron Boone,6,21,1,3,0,0,1,2,0,6,0.143,0.136,0.286,0.422,0,0,3,-0.7,-0.254,Marlins,,,,,,,
2003,Roger Clemens,1,2,0,1,0,0,0,0,0,0,0.5,0.5,0.5,1,0,0,0,-0.01,-0.004,Marlins,,,,,,,
2003,José Contreras,4,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0.000,Marlins,,,,,,,
2003,David Dellucci,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.02,-0.010,Marlins,,,,,,,
2003,John Flaherty,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.23,-0.080,Marlins,,,,,,,
2003,Karim Garcia,5,14,1,4,0,0,0,0,0,3,0.286,0.286,0.286,0.571,0,0,0,-0.19,-0.075,Marlins,,,,,,,
2003,Jason Giambi,6,17,2,4,1,0,1,1,4,3,0.235,0.409,0.471,0.88,0,0,0,-0.28,-0.103,Marlins,,,,,,,
2003,Chris Hammond,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0.000,Marlins,,,,,,,
2003,Derek Jeter,6,26,5,9,3,0,0,2,1,7,0.346,0.393,0.462,0.854,0,0,1,0,-0.017,Marlins,,,,,,,
2003,Nick Johnson,6,17,3,5,1,0,0,0,2,3,0.294,0.368,0.353,0.721,0,0,0,-0.51,-0.209,Marlins,,,,,,,
2003,Hideki Matsui,6,23,1,6,0,0,1,4,3,2,0.261,0.37,0.391,0.762,0,0,0,0.53,0.146,Marlins,,,,,,,
2003,Mike Mussina,1,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,-0.05,-0.019,Marlins,,,,,,,
2003,Jeff Nelson,3,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0.000,Marlins,,,,,,,
2003,Andy Pettitte,2,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0.000,Marlins,,,,,,,
2003,Jorge Posada,6,19,0,3,1,0,0,1,5,7,0.158,0.333,0.211,0.544,1,1,0,-0.09,-0.019,Marlins,,,,,,,
